agency,committee_url,name,status,url_from,url_to
Department of Agriculture,mailto:tracymotoole@fs.fed.us,Snohomish-South Mount Baker Snoqualmie Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzzcAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvcAAC,South Gifford Pinchot Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00ZAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcwMAAS,Snohomish County Resource Advisory Committee,Merged,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxsAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JculAAC,South Mt. Baker-Snoqualmie  Resource Advisory Committee,Merged,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsIAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcwXAAS,Sitka Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwvAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvZAAS,Siuslaw Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00QAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002Jcv6AAC,Siskiyou OR Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzx6AAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcuzAAC,Sierra County Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzzoAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvRAAS,Siskiyou County Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwNAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvXAAS,Shoshone Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsNAAQ
Department of Agriculture,http://www.fs.usda.gov/main/stnf/workingtogether/advisorycommittees,Shasta County Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzlMAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcwJAAS,Sanders Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwpAAA
Department of Agriculture,https://cloudapps-usda-gov.secure.force.com/FSSRS/RAC_Page?id=001t00000086exUAAQ,Saguache-Upper Rio Grande Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzzIAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvGAAS,Saguache Resource Advisory Committee,Merged,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00bAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvFAAS,San Juan Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxlAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcwWAAS,Rogue and Umpqua Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzy0AAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvCAAS,Sabine-Angelina Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzztAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvTAAS,Prince William Sound Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxgAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002Jcw9AAC,Ravalli Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzzGAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcukAAC,Prince of Wales Island Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzqXAAQ
Department of Agriculture,http://www.ams.usda.gov/services/plant-variety-protection,Plant Variety Protection Advisory Board,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzx7AAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002Jcw7AAC,Plumas County Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxaAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcusAAC,Pike-San Isabel Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h005AAA
Department of Agriculture,http://www.fs.usda.gov/main/r5/recreation/racs,Pacific Southwest Region Recreation Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwoAAA
Department of Agriculture,http://www.fs.usda.gov/main/pnt/working-together/advisory-committees,Pacific Northwest National Scenic Trail Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00KAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcwBAAS,Ozark-Ouachita Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwuAAA
Department of Agriculture,http://www.fs.usda.gov/main/olympic/workingtogether/advisorycommittees,Olympic Peninsula Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwyAAA
Department of Agriculture,http://www.fs.usda.gov/wps/portal/fsinternet/!ut/p/c4/04_SB8K8xLLM9MSSzPy8xBz9CP0os3gjAwhwtDDw9_AI8zPyhQoY6BdkOyoCAGixyPg!/?ss=110618&navtype=BROWSEBYSUBJECT&cid=STELPRDB5072849&navid=140130000000000&pnavid=140000000000000&position=Feature*&ttype=detail&p,Opal Creek Scenic Recreation Area Advisory Council,Administratively Inactive,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwQAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvJAAS,Northeast Oregon Forests Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00LAAQ
Department of Agriculture,https://cloudapps-usda-gov.secure.force.com/FSSRS/RAC_Page?id=001t0000002JcvqAAC,Ontonagon Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzy3AAA
Department of Agriculture,http://www.fs.usda.gov/main/santafe/workingtogether/advisorycommittees,Northern New Mexico Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00JAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcwIAAS,North Mt. Baker-Snoqualmie Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxnAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcuoAAC,North Gifford Pinchot Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h009AAA
Department of Agriculture,http://www.fs.usda.gov/main/nezperceclearwater/workingtogether/advisorycommittees,North Central Idaho Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyiAAA
Department of Agriculture,http://www.aphis.usda.gov/wildlife_damage/nwsac.shtml,National Wildlife Services Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyoAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002Jcw2AAC,Nicolet Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzz1AAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcwUAAS,Nevada and Placer Counties Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzzWAAQ
Department of Agriculture,http://www.ams.usda.gov/NOSBHome,National Organic Standards Board,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gztAAAQ
Department of Agriculture,http://www.fs.fed.us/ucf/nucfac.shtml,National Urban and Community Forestry Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h007AAA
Department of Agriculture,http://www.ars-grin.gov/ngrac/,National Genetic Resources Advisory Council,Administratively Inactive,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzvoAAA
Department of Agriculture,https://nareeeab.ree.usda.gov,"National Agricultural Research, Extension, Education, and Economics Advisory Board",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzz5AAA
Department of Agriculture,http://www.fns.usda.gov/wic/nac/advisorycouncil.htm,"National Advisory Council on Maternal, Infant, and Fetal Nutrition",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00XAAQ
Department of Agriculture,http://www.fsis.usda.gov/wps/portal/fsis/topics/data-collection-and-reports/nacmcf/nacmcf,National Advisory Committee on Microbiological Criteria for Foods,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxCAAQ
Department of Agriculture,http://www.fs.usda.gov/main/planningrule/committee,National Advisory Committee for Implementation of the National Forest System Land Management Planning Rule,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00EAAQ
Department of Agriculture,http://www.fsis.usda.gov/nacmpi,National Advisory Committee on Meat and Poultry Inspection,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzx5AAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvuAAC,Missoula Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00SAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002Jcw0AAC,Modoc County Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsaAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcuwAAC,Missouri River Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzzBAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS,Lyon-Mineral Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyxAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvAAAS,Medicine Bow-Routt Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00BAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcveAAC,Manti-La Sal Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxMAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcuuAAC,Madera Resource Advisory Committee,Merged,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwrAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvSAAS,Mineral County Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxfAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcwQAAS,Lynn Canal-Icy Strait Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwOAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvbAAC,Mendocino County Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxdAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcumAAC,Lincoln Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00PAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvNAAS,Ketchikan Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzy8AAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvlAAC,Lassen County Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxNAAQ
